experiment,episode_id,task_id,topology,fault_type,fault_severity,fault_position,observability,origin_node,predicted_origin,candidate_count,rank,top1_correct,reciprocal_rank
E3_attribution_observability,E2::evaluation-0072-evi::truncation::sev2::early::0::single,evaluation-0072-evi,single,truncation,2,early,full_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0118-con::timeout::sev1::late::0::parallel,evaluation-0118-con,parallel,timeout,1,late,output_only,aggregate,aggregate,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0118-con::timeout::sev1::late::0::parallel,evaluation-0118-con,parallel,timeout,1,late,sparse_trace,aggregate,worker-0,5,2,0,0.5
E3_attribution_observability,E2::evaluation-0118-con::timeout::sev1::late::0::parallel,evaluation-0118-con,parallel,timeout,1,late,full_trace,aggregate,worker-0,5,2,0,0.5
E3_attribution_observability,E2::evaluation-0060-ari::timeout::sev1::middle::1::single,evaluation-0060-ari,single,timeout,1,middle,output_only,step-2,step-3,4,2,0,0.5
E3_attribution_observability,E2::evaluation-0060-ari::timeout::sev1::middle::1::single,evaluation-0060-ari,single,timeout,1,middle,sparse_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0060-ari::timeout::sev1::middle::1::single,evaluation-0060-ari,single,timeout,1,middle,full_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0115-ari::referential_drift::sev1::middle::1::hierarchical,evaluation-0115-ari,hierarchical,referential_drift,1,middle,output_only,manager-0,root,7,7,0,0.14285714285714285
E3_attribution_observability,E2::evaluation-0115-ari::referential_drift::sev1::middle::1::hierarchical,evaluation-0115-ari,hierarchical,referential_drift,1,middle,sparse_trace,manager-0,manager-0,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0115-ari::referential_drift::sev1::middle::1::hierarchical,evaluation-0115-ari,hierarchical,referential_drift,1,middle,full_trace,manager-0,manager-0,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0108-con::wrong_value::sev2::early::0::sequential,evaluation-0108-con,sequential,wrong_value,2,early,output_only,step-0,step-3,4,2,0,0.5
E3_attribution_observability,E2::evaluation-0108-con::wrong_value::sev2::early::0::sequential,evaluation-0108-con,sequential,wrong_value,2,early,sparse_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0108-con::wrong_value::sev2::early::0::sequential,evaluation-0108-con,sequential,wrong_value,2,early,full_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0078-con::wrong_value::sev2::early::0::hierarchical,evaluation-0078-con,hierarchical,wrong_value,2,early,output_only,worker-0,root,7,7,0,0.14285714285714285
E3_attribution_observability,E2::evaluation-0078-con::wrong_value::sev2::early::0::hierarchical,evaluation-0078-con,hierarchical,wrong_value,2,early,sparse_trace,worker-0,worker-0,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0078-con::wrong_value::sev2::early::0::hierarchical,evaluation-0078-con,hierarchical,wrong_value,2,early,full_trace,worker-0,worker-0,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0112-evi::referential_drift::sev1::late::0::single,evaluation-0112-evi,single,referential_drift,1,late,output_only,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0112-evi::referential_drift::sev1::late::0::single,evaluation-0112-evi,single,referential_drift,1,late,sparse_trace,step-3,step-1,4,2,0,0.5
E3_attribution_observability,E2::evaluation-0112-evi::referential_drift::sev1::late::0::single,evaluation-0112-evi,single,referential_drift,1,late,full_trace,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0093-con::wrong_value::sev1::early::0::sequential,evaluation-0093-con,sequential,wrong_value,1,early,output_only,step-0,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0093-con::wrong_value::sev1::early::0::sequential,evaluation-0093-con,sequential,wrong_value,1,early,sparse_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0093-con::wrong_value::sev1::early::0::sequential,evaluation-0093-con,sequential,wrong_value,1,early,full_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0117-evi::wrong_value::sev1::late::1::single,evaluation-0117-evi,single,wrong_value,1,late,output_only,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0117-evi::wrong_value::sev1::late::1::single,evaluation-0117-evi,single,wrong_value,1,late,sparse_trace,step-3,step-0,4,2,0,0.5
E3_attribution_observability,E2::evaluation-0117-evi::wrong_value::sev1::late::1::single,evaluation-0117-evi,single,wrong_value,1,late,full_trace,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0083-con::wrong_value::sev1::middle::0::hierarchical,evaluation-0083-con,hierarchical,wrong_value,1,middle,output_only,manager-0,root,7,2,0,0.5
E3_attribution_observability,E2::evaluation-0083-con::wrong_value::sev1::middle::0::hierarchical,evaluation-0083-con,hierarchical,wrong_value,1,middle,sparse_trace,manager-0,manager-0,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0083-con::wrong_value::sev1::middle::0::hierarchical,evaluation-0083-con,hierarchical,wrong_value,1,middle,full_trace,manager-0,manager-0,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0106-sha::truncation::sev2::middle::1::single,evaluation-0106-sha,single,truncation,2,middle,output_only,step-2,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0106-sha::truncation::sev2::middle::1::single,evaluation-0106-sha,single,truncation,2,middle,sparse_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0106-sha::truncation::sev2::middle::1::single,evaluation-0106-sha,single,truncation,2,middle,full_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0104-sta::truncation::sev2::middle::1::parallel,evaluation-0104-sta,parallel,truncation,2,middle,output_only,worker-2,aggregate,5,2,0,0.5
E3_attribution_observability,E2::evaluation-0104-sta::truncation::sev2::middle::1::parallel,evaluation-0104-sta,parallel,truncation,2,middle,sparse_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0104-sta::truncation::sev2::middle::1::parallel,evaluation-0104-sta,parallel,truncation,2,middle,full_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0071-sha::truncation::sev1::early::1::sequential,evaluation-0071-sha,sequential,truncation,1,early,output_only,step-0,step-3,4,4,0,0.25
E3_attribution_observability,E2::evaluation-0071-sha::truncation::sev1::early::1::sequential,evaluation-0071-sha,sequential,truncation,1,early,sparse_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0071-sha::truncation::sev1::early::1::sequential,evaluation-0071-sha,sequential,truncation,1,early,full_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0118-con::timeout::sev2::middle::0::sequential,evaluation-0118-con,sequential,timeout,2,middle,output_only,step-2,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0118-con::timeout::sev2::middle::0::sequential,evaluation-0118-con,sequential,timeout,2,middle,sparse_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0118-con::timeout::sev2::middle::0::sequential,evaluation-0118-con,sequential,timeout,2,middle,full_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0107-evi::truncation::sev2::middle::1::sequential,evaluation-0107-evi,sequential,truncation,2,middle,output_only,step-2,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0107-evi::truncation::sev2::middle::1::sequential,evaluation-0107-evi,sequential,truncation,2,middle,sparse_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0107-evi::truncation::sev2::middle::1::sequential,evaluation-0107-evi,sequential,truncation,2,middle,full_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0113-con::timeout::sev2::early::1::parallel,evaluation-0113-con,parallel,timeout,2,early,output_only,worker-0,aggregate,5,4,0,0.25
E3_attribution_observability,E2::evaluation-0113-con::timeout::sev2::early::1::parallel,evaluation-0113-con,parallel,timeout,2,early,sparse_trace,worker-0,worker-0,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0113-con::timeout::sev2::early::1::parallel,evaluation-0113-con,parallel,timeout,2,early,full_trace,worker-0,worker-0,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0081-sha::timeout::sev2::early::0::single,evaluation-0081-sha,single,timeout,2,early,output_only,step-0,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0081-sha::timeout::sev2::early::0::single,evaluation-0081-sha,single,timeout,2,early,sparse_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0081-sha::timeout::sev2::early::0::single,evaluation-0081-sha,single,timeout,2,early,full_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0119-sta::timeout::sev2::late::1::single,evaluation-0119-sta,single,timeout,2,late,output_only,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0119-sta::timeout::sev2::late::1::single,evaluation-0119-sta,single,timeout,2,late,sparse_trace,step-3,step-0,4,4,0,0.25
E3_attribution_observability,E2::evaluation-0119-sta::timeout::sev2::late::1::single,evaluation-0119-sta,single,timeout,2,late,full_trace,step-3,step-0,4,4,0,0.25
E3_attribution_observability,E2::evaluation-0077-evi::wrong_value::sev2::late::0::parallel,evaluation-0077-evi,parallel,wrong_value,2,late,output_only,aggregate,aggregate,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0077-evi::wrong_value::sev2::late::0::parallel,evaluation-0077-evi,parallel,wrong_value,2,late,sparse_trace,aggregate,aggregate,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0077-evi::wrong_value::sev2::late::0::parallel,evaluation-0077-evi,parallel,wrong_value,2,late,full_trace,aggregate,aggregate,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0063-con::wrong_value::sev1::early::1::parallel,evaluation-0063-con,parallel,wrong_value,1,early,output_only,worker-0,aggregate,5,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0063-con::wrong_value::sev1::early::1::parallel,evaluation-0063-con,parallel,wrong_value,1,early,sparse_trace,worker-0,worker-0,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0063-con::wrong_value::sev1::early::1::parallel,evaluation-0063-con,parallel,wrong_value,1,early,full_trace,worker-0,worker-0,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0095-ari::timeout::sev2::middle::1::hierarchical,evaluation-0095-ari,hierarchical,timeout,2,middle,output_only,manager-0,root,7,5,0,0.2
E3_attribution_observability,E2::evaluation-0095-ari::timeout::sev2::middle::1::hierarchical,evaluation-0095-ari,hierarchical,timeout,2,middle,sparse_trace,manager-0,manager-0,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0095-ari::timeout::sev2::middle::1::hierarchical,evaluation-0095-ari,hierarchical,timeout,2,middle,full_trace,manager-0,manager-0,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0082-evi::referential_drift::sev1::early::0::hierarchical,evaluation-0082-evi,hierarchical,referential_drift,1,early,output_only,worker-0,root,7,7,0,0.14285714285714285
E3_attribution_observability,E2::evaluation-0082-evi::referential_drift::sev1::early::0::hierarchical,evaluation-0082-evi,hierarchical,referential_drift,1,early,sparse_trace,worker-0,worker-0,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0082-evi::referential_drift::sev1::early::0::hierarchical,evaluation-0082-evi,hierarchical,referential_drift,1,early,full_trace,worker-0,worker-0,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0085-ari::truncation::sev2::middle::0::sequential,evaluation-0085-ari,sequential,truncation,2,middle,output_only,step-2,step-3,4,4,0,0.25
E3_attribution_observability,E2::evaluation-0085-ari::truncation::sev2::middle::0::sequential,evaluation-0085-ari,sequential,truncation,2,middle,sparse_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0085-ari::truncation::sev2::middle::0::sequential,evaluation-0085-ari,sequential,truncation,2,middle,full_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0106-sha::referential_drift::sev2::early::1::sequential,evaluation-0106-sha,sequential,referential_drift,2,early,output_only,step-0,step-3,4,2,0,0.5
E3_attribution_observability,E2::evaluation-0106-sha::referential_drift::sev2::early::1::sequential,evaluation-0106-sha,sequential,referential_drift,2,early,sparse_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0106-sha::referential_drift::sev2::early::1::sequential,evaluation-0106-sha,sequential,referential_drift,2,early,full_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0109-sta::timeout::sev1::early::1::sequential,evaluation-0109-sta,sequential,timeout,1,early,output_only,step-0,step-3,4,4,0,0.25
E3_attribution_observability,E2::evaluation-0109-sta::timeout::sev1::early::1::sequential,evaluation-0109-sta,sequential,timeout,1,early,sparse_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0109-sta::timeout::sev1::early::1::sequential,evaluation-0109-sta,sequential,timeout,1,early,full_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0087-evi::wrong_value::sev2::late::0::single,evaluation-0087-evi,single,wrong_value,2,late,output_only,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0087-evi::wrong_value::sev2::late::0::single,evaluation-0087-evi,single,wrong_value,2,late,sparse_trace,step-3,step-1,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0087-evi::wrong_value::sev2::late::0::single,evaluation-0087-evi,single,wrong_value,2,late,full_trace,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0109-sta::referential_drift::sev2::middle::0::sequential,evaluation-0109-sta,sequential,referential_drift,2,middle,output_only,step-2,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0109-sta::referential_drift::sev2::middle::0::sequential,evaluation-0109-sta,sequential,referential_drift,2,middle,sparse_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0109-sta::referential_drift::sev2::middle::0::sequential,evaluation-0109-sta,sequential,referential_drift,2,middle,full_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0111-sha::truncation::sev2::late::1::single,evaluation-0111-sha,single,truncation,2,late,output_only,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0111-sha::truncation::sev2::late::1::single,evaluation-0111-sha,single,truncation,2,late,sparse_trace,step-3,step-2,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0111-sha::truncation::sev2::late::1::single,evaluation-0111-sha,single,truncation,2,late,full_trace,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0075-ari::timeout::sev1::late::1::parallel,evaluation-0075-ari,parallel,timeout,1,late,output_only,aggregate,aggregate,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0075-ari::timeout::sev1::late::1::parallel,evaluation-0075-ari,parallel,timeout,1,late,sparse_trace,aggregate,worker-3,5,2,0,0.5
E3_attribution_observability,E2::evaluation-0075-ari::timeout::sev1::late::1::parallel,evaluation-0075-ari,parallel,timeout,1,late,full_trace,aggregate,worker-3,5,2,0,0.5
E3_attribution_observability,E2::evaluation-0113-con::wrong_value::sev2::late::0::hierarchical,evaluation-0113-con,hierarchical,wrong_value,2,late,output_only,root,root,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0113-con::wrong_value::sev2::late::0::hierarchical,evaluation-0113-con,hierarchical,wrong_value,2,late,sparse_trace,root,root,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0113-con::wrong_value::sev2::late::0::hierarchical,evaluation-0113-con,hierarchical,wrong_value,2,late,full_trace,root,root,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0092-evi::referential_drift::sev2::early::1::single,evaluation-0092-evi,single,referential_drift,2,early,output_only,step-0,step-3,4,4,0,0.25
E3_attribution_observability,E2::evaluation-0092-evi::referential_drift::sev2::early::1::single,evaluation-0092-evi,single,referential_drift,2,early,sparse_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0092-evi::referential_drift::sev2::early::1::single,evaluation-0092-evi,single,referential_drift,2,early,full_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0075-ari::truncation::sev1::late::0::hierarchical,evaluation-0075-ari,hierarchical,truncation,1,late,output_only,root,root,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0075-ari::truncation::sev1::late::0::hierarchical,evaluation-0075-ari,hierarchical,truncation,1,late,sparse_trace,root,root,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0075-ari::truncation::sev1::late::0::hierarchical,evaluation-0075-ari,hierarchical,truncation,1,late,full_trace,root,root,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0062-evi::truncation::sev1::middle::0::parallel,evaluation-0062-evi,parallel,truncation,1,middle,output_only,worker-2,aggregate,5,2,0,0.5
E3_attribution_observability,E2::evaluation-0062-evi::truncation::sev1::middle::0::parallel,evaluation-0062-evi,parallel,truncation,1,middle,sparse_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0062-evi::truncation::sev1::middle::0::parallel,evaluation-0062-evi,parallel,truncation,1,middle,full_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0083-con::referential_drift::sev1::middle::0::sequential,evaluation-0083-con,sequential,referential_drift,1,middle,output_only,step-2,step-3,4,2,0,0.5
E3_attribution_observability,E2::evaluation-0083-con::referential_drift::sev1::middle::0::sequential,evaluation-0083-con,sequential,referential_drift,1,middle,sparse_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0083-con::referential_drift::sev1::middle::0::sequential,evaluation-0083-con,sequential,referential_drift,1,middle,full_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0098-con::truncation::sev1::middle::1::hierarchical,evaluation-0098-con,hierarchical,truncation,1,middle,output_only,manager-0,root,7,5,0,0.2
E3_attribution_observability,E2::evaluation-0098-con::truncation::sev1::middle::1::hierarchical,evaluation-0098-con,hierarchical,truncation,1,middle,sparse_trace,manager-0,worker-2,7,2,0,0.5
E3_attribution_observability,E2::evaluation-0098-con::truncation::sev1::middle::1::hierarchical,evaluation-0098-con,hierarchical,truncation,1,middle,full_trace,manager-0,worker-2,7,2,0,0.5
E3_attribution_observability,E2::evaluation-0082-evi::wrong_value::sev2::late::1::single,evaluation-0082-evi,single,wrong_value,2,late,output_only,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0082-evi::wrong_value::sev2::late::1::single,evaluation-0082-evi,single,wrong_value,2,late,sparse_trace,step-3,step-1,4,4,0,0.25
E3_attribution_observability,E2::evaluation-0082-evi::wrong_value::sev2::late::1::single,evaluation-0082-evi,single,wrong_value,2,late,full_trace,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0090-ari::referential_drift::sev1::middle::1::parallel,evaluation-0090-ari,parallel,referential_drift,1,middle,output_only,worker-2,aggregate,5,2,0,0.5
E3_attribution_observability,E2::evaluation-0090-ari::referential_drift::sev1::middle::1::parallel,evaluation-0090-ari,parallel,referential_drift,1,middle,sparse_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0090-ari::referential_drift::sev1::middle::1::parallel,evaluation-0090-ari,parallel,referential_drift,1,middle,full_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0107-evi::wrong_value::sev2::early::0::parallel,evaluation-0107-evi,parallel,wrong_value,2,early,output_only,worker-0,aggregate,5,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0107-evi::wrong_value::sev2::early::0::parallel,evaluation-0107-evi,parallel,wrong_value,2,early,sparse_trace,worker-0,worker-0,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0107-evi::wrong_value::sev2::early::0::parallel,evaluation-0107-evi,parallel,wrong_value,2,early,full_trace,worker-0,worker-0,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0092-evi::wrong_value::sev2::middle::0::sequential,evaluation-0092-evi,sequential,wrong_value,2,middle,output_only,step-2,step-3,4,2,0,0.5
E3_attribution_observability,E2::evaluation-0092-evi::wrong_value::sev2::middle::0::sequential,evaluation-0092-evi,sequential,wrong_value,2,middle,sparse_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0092-evi::wrong_value::sev2::middle::0::sequential,evaluation-0092-evi,sequential,wrong_value,2,middle,full_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0113-con::wrong_value::sev1::middle::1::sequential,evaluation-0113-con,sequential,wrong_value,1,middle,output_only,step-2,step-0,4,4,0,0.25
E3_attribution_observability,E2::evaluation-0113-con::wrong_value::sev1::middle::1::sequential,evaluation-0113-con,sequential,wrong_value,1,middle,sparse_trace,step-2,step-0,4,2,0,0.5
E3_attribution_observability,E2::evaluation-0113-con::wrong_value::sev1::middle::1::sequential,evaluation-0113-con,sequential,wrong_value,1,middle,full_trace,step-2,step-1,4,4,0,0.25
E3_attribution_observability,E2::evaluation-0086-sha::wrong_value::sev1::late::0::parallel,evaluation-0086-sha,parallel,wrong_value,1,late,output_only,aggregate,worker-1,5,4,0,0.25
E3_attribution_observability,E2::evaluation-0086-sha::wrong_value::sev1::late::0::parallel,evaluation-0086-sha,parallel,wrong_value,1,late,sparse_trace,aggregate,worker-2,5,5,0,0.2
E3_attribution_observability,E2::evaluation-0086-sha::wrong_value::sev1::late::0::parallel,evaluation-0086-sha,parallel,wrong_value,1,late,full_trace,aggregate,worker-2,5,4,0,0.25
E3_attribution_observability,E2::evaluation-0095-ari::timeout::sev1::early::0::parallel,evaluation-0095-ari,parallel,timeout,1,early,output_only,worker-0,aggregate,5,5,0,0.2
E3_attribution_observability,E2::evaluation-0095-ari::timeout::sev1::early::0::parallel,evaluation-0095-ari,parallel,timeout,1,early,sparse_trace,worker-0,worker-0,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0095-ari::timeout::sev1::early::0::parallel,evaluation-0095-ari,parallel,timeout,1,early,full_trace,worker-0,worker-0,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0097-evi::timeout::sev2::early::0::single,evaluation-0097-evi,single,timeout,2,early,output_only,step-0,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0097-evi::timeout::sev2::early::0::single,evaluation-0097-evi,single,timeout,2,early,sparse_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0097-evi::timeout::sev2::early::0::single,evaluation-0097-evi,single,timeout,2,early,full_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0107-evi::referential_drift::sev1::middle::0::parallel,evaluation-0107-evi,parallel,referential_drift,1,middle,output_only,worker-2,aggregate,5,2,0,0.5
E3_attribution_observability,E2::evaluation-0107-evi::referential_drift::sev1::middle::0::parallel,evaluation-0107-evi,parallel,referential_drift,1,middle,sparse_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0107-evi::referential_drift::sev1::middle::0::parallel,evaluation-0107-evi,parallel,referential_drift,1,middle,full_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0091-sha::timeout::sev2::late::0::single,evaluation-0091-sha,single,timeout,2,late,output_only,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0091-sha::timeout::sev2::late::0::single,evaluation-0091-sha,single,timeout,2,late,sparse_trace,step-3,step-2,4,4,0,0.25
E3_attribution_observability,E2::evaluation-0091-sha::timeout::sev2::late::0::single,evaluation-0091-sha,single,timeout,2,late,full_trace,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0116-sha::timeout::sev1::middle::1::sequential,evaluation-0116-sha,sequential,timeout,1,middle,output_only,step-2,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0116-sha::timeout::sev1::middle::1::sequential,evaluation-0116-sha,sequential,timeout,1,middle,sparse_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0116-sha::timeout::sev1::middle::1::sequential,evaluation-0116-sha,sequential,timeout,1,middle,full_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0115-ari::timeout::sev1::late::0::single,evaluation-0115-ari,single,timeout,1,late,output_only,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0115-ari::timeout::sev1::late::0::single,evaluation-0115-ari,single,timeout,1,late,sparse_trace,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0115-ari::timeout::sev1::late::0::single,evaluation-0115-ari,single,timeout,1,late,full_trace,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0111-sha::referential_drift::sev1::middle::1::parallel,evaluation-0111-sha,parallel,referential_drift,1,middle,output_only,worker-2,aggregate,5,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0111-sha::referential_drift::sev1::middle::1::parallel,evaluation-0111-sha,parallel,referential_drift,1,middle,sparse_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0111-sha::referential_drift::sev1::middle::1::parallel,evaluation-0111-sha,parallel,referential_drift,1,middle,full_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0119-sta::referential_drift::sev1::middle::1::sequential,evaluation-0119-sta,sequential,referential_drift,1,middle,output_only,step-2,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0119-sta::referential_drift::sev1::middle::1::sequential,evaluation-0119-sta,sequential,referential_drift,1,middle,sparse_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0119-sta::referential_drift::sev1::middle::1::sequential,evaluation-0119-sta,sequential,referential_drift,1,middle,full_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0083-con::referential_drift::sev2::late::1::parallel,evaluation-0083-con,parallel,referential_drift,2,late,output_only,aggregate,aggregate,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0083-con::referential_drift::sev2::late::1::parallel,evaluation-0083-con,parallel,referential_drift,2,late,sparse_trace,aggregate,aggregate,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0083-con::referential_drift::sev2::late::1::parallel,evaluation-0083-con,parallel,referential_drift,2,late,full_trace,aggregate,aggregate,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0084-sta::wrong_value::sev2::early::1::single,evaluation-0084-sta,single,wrong_value,2,early,output_only,step-0,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0084-sta::wrong_value::sev2::early::1::single,evaluation-0084-sta,single,wrong_value,2,early,sparse_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0084-sta::wrong_value::sev2::early::1::single,evaluation-0084-sta,single,wrong_value,2,early,full_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0117-evi::truncation::sev2::middle::0::single,evaluation-0117-evi,single,truncation,2,middle,output_only,step-2,step-3,4,2,0,0.5
E3_attribution_observability,E2::evaluation-0117-evi::truncation::sev2::middle::0::single,evaluation-0117-evi,single,truncation,2,middle,sparse_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0117-evi::truncation::sev2::middle::0::single,evaluation-0117-evi,single,truncation,2,middle,full_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0061-sha::timeout::sev1::early::1::single,evaluation-0061-sha,single,timeout,1,early,output_only,step-0,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0061-sha::timeout::sev1::early::1::single,evaluation-0061-sha,single,timeout,1,early,sparse_trace,step-0,step-0,4,1,1,1.0
